,NodesPerBlock,Config,Selection Method,NodeCount,EdgeCount,Accuracy,Precision,Recall,F1Score
133,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
134,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
135,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
136,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
137,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
138,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
139,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
140,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
141,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
142,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
143,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
144,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
145,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
146,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
147,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
148,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
149,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
150,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
151,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
152,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
153,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
154,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
155,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
156,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
157,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
158,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
159,15,Config(wb),OnPLs,46,72,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
160,15,Config(wb),OnPLs,46,71,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
161,15,Config(wb),OnPLs,46,71,0.7833333333333333,0.7880952380952381,0.8285714285714286,0.7474725274725275
162,15,Config(wb),OnPLs,46,72,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
